49.6,39.2,79.2,148.0,227.2,2.52,0.3,1.55,58,44,86,164,250,2.94,0.36,1.68,40,34,74,138,214,1.76,0.26,1.3,3
52.8,35.2,87.6,160.0,247.6,2.4,0.28,1.49,68,44,100,182,264,2.78,0.31,1.57,44,28,78,138,222,1.99,0.25,1.28,3
47.6,36.4,76.8,152.8,229.6,2.62,0.29,1.57,54,42,86,164,244,2.91,0.32,1.7,44,32,68,142,216,2.24,0.27,1.51,3
46.4,32.4,73.6,151.2,224.8,2.85,0.27,1.6,54,36,80,164,242,3.32,0.31,1.96,40,30,66,124,190,2.44,0.25,1.45,3
44.0,40.4,76.0,152.4,228.4,2.83,0.32,1.55,54,50,84,160,236,3.2,0.35,1.73,38,36,72,146,218,2.52,0.29,1.41,3
52.4,35.2,87.2,160.8,248.0,2.68,0.28,1.56,74,40,114,178,292,3.23,0.31,1.7,46,30,70,138,208,2.14,0.25,1.45,3
45.2,41.2,79.6,154.4,234.0,2.51,0.33,1.48,56,50,96,172,250,2.91,0.38,1.64,36,28,70,134,206,1.89,0.28,1.34,3
47.6,33.2,82.4,158.8,241.2,2.49,0.28,1.46,52,42,86,168,248,2.71,0.3,1.5,40,28,80,148,230,2.1,0.26,1.39,3
45.2,35.6,77.6,148.8,226.4,2.62,0.3,1.53,54,42,88,164,252,3.16,0.33,1.81,38,30,68,140,212,2.19,0.25,1.39,3
45.6,36.0,78.0,153.2,231.2,2.65,0.3,1.55,50,42,82,158,240,2.85,0.33,1.67,40,28,74,140,216,2.33,0.25,1.45,3
45.2,38.0,78.0,159.2,237.2,2.56,0.3,1.42,48,46,84,178,256,2.69,0.33,1.52,42,30,74,142,220,2.24,0.28,1.37,3
37.6,166.0,217.6,222.4,440.0,1.17,0.65,1.02,50,378,458,408,866,2.25,0.93,1.78,26,32,70,102,186,0.38,0.32,0.35,3
43.6,41.2,74.0,146.8,220.8,2.57,0.33,1.4,56,48,88,176,264,2.86,0.39,1.51,34,36,64,136,200,2.17,0.3,1.17,3
45.6,38.4,78.0,171.6,249.6,2.69,0.28,1.44,50,44,86,178,264,2.86,0.31,1.46,40,34,74,164,238,2.61,0.25,1.4,3
48.8,37.6,84.8,160.8,245.6,2.39,0.3,1.46,64,44,92,180,272,2.58,0.36,1.53,42,34,74,134,208,2.15,0.23,1.35,3
52.4,48.4,85.6,159.6,245.2,2.66,0.33,1.44,58,56,94,174,266,2.8,0.37,1.53,44,36,78,144,222,2.5,0.31,1.38,3
49.6,43.6,79.6,142.8,222.4,2.4,0.33,1.39,62,58,90,158,236,2.74,0.42,1.5,42,30,72,134,210,1.98,0.26,1.27,3
48.8,36.4,86.4,175.6,262.0,2.5,0.28,1.41,54,40,94,190,284,2.96,0.31,1.49,44,32,80,156,242,2.29,0.27,1.35,3
47.6,36.0,81.2,156.8,238.0,2.51,0.29,1.43,54,44,90,168,258,2.81,0.35,1.57,40,28,74,146,226,2.15,0.26,1.31,3
46.0,39.2,80.0,165.2,245.2,2.61,0.3,1.42,56,44,88,180,262,2.79,0.35,1.45,38,32,66,142,208,2.43,0.27,1.36,3
44.0,42.0,85.6,140.8,226.4,2.16,0.37,1.4,54,56,114,178,276,2.53,0.58,1.75,38,30,68,112,206,1.63,0.27,1.02,3
55.2,39.6,88.0,161.2,249.2,2.33,0.29,1.43,90,46,112,178,266,2.83,0.35,1.59,40,32,68,138,236,1.83,0.25,1.23,3
46.0,40.8,81.2,175.6,256.8,2.73,0.3,1.39,58,44,94,182,276,2.77,0.31,1.44,40,38,74,166,246,2.67,0.28,1.28,3
45.2,44.4,83.6,175.6,259.2,2.59,0.32,1.43,46,54,92,190,270,2.79,0.39,1.52,44,36,80,162,248,2.32,0.28,1.38,3
52.8,35.6,84.8,164.4,249.2,2.52,0.27,1.39,58,42,100,182,280,2.98,0.3,1.44,48,28,70,150,226,2.31,0.24,1.36,3
46.8,39.2,82.0,168.8,250.8,2.46,0.3,1.34,56,46,94,196,290,2.63,0.34,1.41,38,34,68,150,218,2.29,0.25,1.28,3
47.2,40.4,82.0,176.0,258.0,2.61,0.29,1.35,50,46,92,190,282,2.99,0.32,1.42,44,34,72,162,234,2.37,0.24,1.26,3
46.0,37.6,80.8,159.2,240.0,2.42,0.3,1.4,56,42,84,188,266,2.65,0.35,1.44,38,34,76,140,216,2.26,0.27,1.38,3
43.2,40.8,80.8,168.8,249.6,2.51,0.31,1.37,52,52,86,174,256,2.81,0.35,1.45,36,34,78,160,238,2.24,0.25,1.3,3
48.4,42.0,80.8,164.8,245.6,2.34,0.3,1.32,54,50,84,196,280,2.52,0.33,1.4,42,32,78,154,234,2.22,0.26,1.27,3
48.8,36.0,83.2,162.4,245.6,2.43,0.29,1.37,52,40,88,174,262,2.75,0.3,1.47,46,34,76,152,230,2.3,0.26,1.31,3
56.4,42.8,92.0,173.6,265.6,2.43,0.3,1.35,78,48,118,188,284,2.76,0.33,1.42,44,36,82,162,244,2.04,0.28,1.25,3
53.2,38.0,86.0,172.0,258.0,2.43,0.27,1.34,60,40,96,182,266,2.87,0.3,1.4,46,34,74,162,246,1.83,0.26,1.29,3
386.8,1390.8,1896.8,1491.2,3388.0,0.56,0.84,3.3,1758,1748,2574,2012,3738,0.93,0.98,13.41,40,384,1594,440,3014,0.29,0.4,0.2,4
42.0,76.8,120.8,185.2,306.0,2.11,0.49,1.04,58,152,200,244,444,2.29,0.66,1.07,32,46,86,162,248,1.77,0.4,0.97,4
45.2,68.4,111.6,174.4,286.0,2.14,0.45,1.08,68,118,166,232,398,2.38,0.55,1.16,36,36,80,140,222,1.87,0.34,1.02,4
42.0,57.6,95.6,169.2,264.8,2.33,0.41,1.09,46,78,112,186,294,2.64,0.5,1.11,38,42,82,156,238,1.97,0.34,1.04,4
46.0,551.6,630.0,642.0,1272.0,1.79,0.63,0.98,62,1450,1578,1486,3064,2.9,0.97,1.14,40,40,88,164,252,0.26,0.35,0.74,4
42.4,74.4,104.8,184.4,289.2,2.37,0.47,1.1,46,96,124,204,328,3.16,0.54,1.15,38,56,98,158,256,1.75,0.42,1.04,4
39.2,111.6,148.8,243.2,392.0,2.8,0.56,1.08,50,150,190,266,456,3.53,0.66,1.31,34,84,118,210,328,2.25,0.5,0.92,4
45.6,179.2,246.4,305.2,551.6,1.81,0.67,1.02,52,280,394,350,744,2.66,0.84,1.09,38,142,192,284,482,0.57,0.61,0.98,4
44.0,535.6,618.4,631.2,1249.6,1.31,0.74,1.02,50,2058,2198,2158,4356,2.02,0.97,1.1,36,96,134,200,334,0.49,0.58,0.95,4
50.0,51.6,100.8,143.2,244.0,1.93,0.4,1.38,64,100,146,160,288,2.18,0.77,2.0,24,36,82,136,220,1.56,0.29,1.12,5
46.0,45.2,78.0,136.0,214.0,1.98,0.36,1.22,52,54,86,164,246,2.21,0.43,1.45,34,32,64,106,170,1.69,0.31,1.03,5
56.8,37.6,87.2,117.6,204.8,1.61,0.33,1.36,76,46,104,130,226,1.89,0.4,1.51,46,30,74,98,192,1.34,0.29,1.23,5
49.6,47.6,88.4,135.2,223.6,1.83,0.39,1.26,78,58,112,178,260,2.41,0.47,1.39,34,40,74,118,192,1.45,0.34,1.16,5
49.2,38.4,88.4,134.8,223.2,1.87,0.35,1.3,62,46,112,154,240,2.22,0.39,1.5,42,34,78,124,212,1.52,0.32,1.17,5
43.2,38.4,75.2,135.2,210.4,2.02,0.33,1.26,48,48,86,156,242,2.18,0.36,1.58,38,30,66,112,186,1.72,0.29,1.15,5
46.4,40.0,79.2,133.2,212.4,2.03,0.35,1.24,52,52,92,152,236,2.33,0.45,1.48,42,34,68,90,170,1.54,0.28,1.13,5
49.6,48.0,84.0,148.4,232.4,2.02,0.35,1.17,56,66,96,168,264,2.3,0.41,1.26,42,38,66,130,196,1.53,0.32,1.1,5
50.4,36.8,84.8,125.6,210.4,2.33,0.34,2.39,58,42,112,154,240,3.31,0.47,7.19,44,28,70,62,174,1.79,0.27,1.14,5
46.4,42.8,80.8,139.2,220.0,2.1,0.35,1.29,50,58,88,172,260,2.35,0.39,1.76,40,34,72,88,168,1.92,0.33,1.03,5
45.6,42.4,75.2,135.6,210.8,2.03,0.34,1.27,48,48,84,148,224,2.26,0.38,1.44,40,38,64,124,192,1.83,0.3,1.03,5
46.8,47.2,84.0,152.0,236.0,2.16,0.35,1.18,52,64,90,184,272,2.44,0.4,1.3,42,32,70,132,202,2.03,0.3,1.12,5
50.4,32.8,78.8,140.0,218.8,1.89,0.28,1.13,54,40,80,154,232,2.16,0.31,1.24,46,30,76,122,200,1.67,0.26,1.08,5
49.6,42.8,78.8,141.6,220.4,2.03,0.33,1.14,54,48,84,156,236,2.23,0.37,1.25,46,36,72,120,200,1.75,0.27,1.06,5
49.6,36.8,77.6,130.8,208.4,1.96,0.31,1.17,60,42,88,142,228,2.17,0.34,1.28,42,34,68,112,184,1.66,0.29,1.09,5
47.6,34.4,72.8,131.6,204.4,2.01,0.29,1.13,54,42,78,138,210,2.21,0.34,1.27,44,30,70,122,194,1.9,0.26,1.07,5
45.2,38.4,73.2,125.2,198.4,2.15,0.33,1.38,50,48,78,144,222,2.47,0.37,2.01,40,30,68,104,178,2.04,0.31,1.12,5
44.4,33.6,71.2,130.4,201.6,2.17,0.3,1.34,48,44,74,138,212,3.09,0.34,2.03,42,22,66,122,194,1.67,0.25,1.06,5
53.6,84.4,115.2,176.8,292.0,2.67,0.5,1.43,64,126,138,226,364,3.59,0.55,1.79,36,54,92,142,234,1.64,0.44,1.24,6
58.0,53.6,90.4,156.8,247.2,2.33,0.35,1.35,72,64,102,170,264,3.02,0.38,1.45,44,36,76,124,200,1.77,0.33,1.27,6
58.4,42.4,92.0,146.4,238.4,2.06,0.32,1.37,68,58,102,164,260,2.64,0.35,1.47,44,32,72,134,206,1.79,0.3,1.22,6
55.2,71.2,104.8,165.6,270.4,2.07,0.45,1.48,74,86,114,180,294,2.34,0.5,1.66,44,54,90,152,242,1.69,0.4,1.29,6
51.6,69.2,96.0,161.2,257.2,2.29,0.44,1.46,60,86,106,194,292,2.72,0.46,1.8,42,54,76,124,200,1.63,0.4,1.26,6
50.8,95.2,146.4,162.8,309.2,2.19,0.53,1.67,66,238,372,274,646,3.3,0.84,2.45,38,34,76,98,174,0.37,0.39,0.75,6
